"row"	"Species"	"genus"	"family"	"order"	"group"	"Growth.form"	"P50"	"HSM"	"MinWP_md"	"MinWP_pd"	"PItlp"	"Ks"	"Kl"	"Hv"	"WUE"	"SLA"	"Aarea"	"Amass"	"LL"	"pLL"	"WD"	"N"	"Narea"	"Hmax"	"Rd"	"lat_mean"	"long_mean"	"MAT_mean"	"MAP_mean"	"biome"
"1053"	"Ocotea cujumary"	"Ocotea"	"Lauraceae"	"Laurales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.678531909581334	-32.185	11.009982	NA	NA	NA	NA	0.639841117	23.4966666666667	0.213412398554936	23	NA	-5.27631293545114	-59.0570112363472	25.7527192982456	2260.09473684211	"Tropical forest savanna"
"1054"	"Ocotea guianensis"	"Ocotea"	"Lauraceae"	"Laurales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.994445264436386	-33.59744315	6.35537908333334	NA	NA	NA	NA	0.516205023611023	19.77736	0.311190878477495	25.3559840653587	NA	-2.92475430488924	-62.9012883913591	24.2642394822006	2212.61650485437	"Tropical forest savanna"
"1055"	"Ocotea insularis"	"Ocotea"	"Lauraceae"	"Laurales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	0.0008242	NA	NA	13.6099673337205	NA	NA	NA	NA	0.385365936888889	NA	NA	NA	NA	5.15364923131314	-79.845480887775	22.0061082024433	2683.67015706806	"Tropical rain forest"
"1056"	"Ocotea javitensis"	"Ocotea"	"Lauraceae"	"Laurales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	2.14597481199834	-29.58252453	9.25950307894737	NA	NA	NA	NA	0.477465986197279	28.69605	0.30990917930838	40	NA	-2.98692513115342	-73.9526088484192	23.2576797385621	2706.91176470588	"Tropical rain forest"
"1057"	"Ocotea montana"	"Ocotea"	"Lauraceae"	"Laurales"	"Angiosperms"	"W"	NA	NA	NA	NA	-2.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-14.9166643154206	-42.0833261405961	23.2557692307692	1596.30769230769	"Tropical forest savanna"
"1058"	"Ocotea percurrens"	"Ocotea"	"Lauraceae"	"Laurales"	"Angiosperms"	"W"	NA	NA	NA	NA	-1.722306667	NA	NA	NA	-33.7310515166667	9.90210144412579	NA	NA	NA	NA	0.4688	21.63422725	0.218481171618718	31	NA	-4.81451325092533	-51.9865524635284	25.5561827956989	2172.74193548387	"Tropical forest savanna"
"1059"	"Ocotea petalanthera"	"Ocotea"	"Lauraceae"	"Laurales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.939322099356637	-32.165	8.551654	NA	NA	NA	NA	0.539035781333333	19.26	0.225219589099372	11	NA	-3.66666372869556	-60.4722159885166	26.0819444444444	2096.66666666667	"Tropical forest savanna"
"1060"	"Ocotea tabacifolia"	"Ocotea"	"Lauraceae"	"Laurales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.05470256514896	-33.29	14.897412	NA	NA	NA	NA	0.537671233	22.79	0.152979591354525	26.37207806	NA	-14.0934319492539	-55.8611046369232	22.759595959596	1942.18181818182	"Tropical forest savanna"
"1061"	"Olea europaea"	"Olea"	"Oleaceae"	"Lamiales"	"Angiosperms"	"W"	-7.425	3.355	-4.07	-2.45	-2.6	0.14	0.00045595	NA	NA	4.61499414178081	NA	NA	23.4	7.5	0.80633	14.8634475	0.322068610346374	20	NA	20.0137201711378	28.8422192826648	15.60702181987	691.225626740947	"Mediterranean"
"1062"	"Olearia axillaris"	"Olearia"	"Asteraceae"	"Asterales"	"Angiosperms"	"W"	NA	NA	-6.5	-5.933333333	NA	0.60176128	8.52e-05	1.415158837	NA	1.5157	NA	NA	NA	NA	0.9461	NA	NA	1	NA	-34.6198568323694	133.753917072357	16.1739423778264	573.951859956236	"Mediterranean"
"1063"	"Olearia decurrens"	"Olearia"	"Asteraceae"	"Asterales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	24.4999999794355	NA	6.44856096883036	10.2698199614038	0.0779684708314346	11.2669493866108	NA	NA	18.9283009034391	0.293527517145772	4	NA	-32.6258640520707	138.925090816805	17.0290801186944	356.623145400593	"Desert"
"1064"	"Olearia hookeri"	"Olearia"	"Asteraceae"	"Asterales"	"Angiosperms"	"W"	-2.36	NA	NA	NA	-2.235	NA	NA	NA	NA	4.38788942518648	NA	NA	NA	NA	NA	NA	NA	NA	NA	-41.4351842169682	146.990757794216	12.2398148148148	724.333333333333	"Mediterranean"
"1065"	"Olearia pimeleoides"	"Olearia"	"Asteraceae"	"Asterales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	21.7000000003808	NA	8.22072164948453	NA	NA	NA	NA	NA	NA	NA	3	NA	-32.2805577220891	137.166791573638	17.5682400173611	339.744791666667	"Desert"
"1066"	"Olearia pinifolia"	"Olearia"	"Asteraceae"	"Asterales"	"Angiosperms"	"W"	-1.71	NA	NA	NA	-2.08	NA	NA	NA	NA	3.18369945877109	NA	NA	NA	NA	NA	NA	NA	NA	NA	-42.2115375338109	146.45514523067	8.46346153846154	1591.26923076923	"Temperate forest"
"1067"	"Olfersia cervina"	"Olfersia"	"Dryopteridaceae"	"Polypodiales-Eupolypod I"	"Pteridophytes"	"nW"	-2.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.12892790374757	-65.8401407967707	21.8639064143007	2186.52681388013	"Tropical forest savanna"
"1068"	"Olneya tesota"	"Olneya"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	NA	NA	-3.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.668	0.3048	30.5973731460074	-112.171049094111	21.7482269503546	183.127659574468	"Desert"
"1069"	"Onychopetalum periquino"	"Onychopetalum"	"Annonaceae"	"Magnoliales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.15187097290574	-34.2	12.50537	NA	NA	NA	NA	0.37696666	18.14241	0.145076954940158	NA	NA	-10.7604140986583	-64.9505148331834	25.148046875	2016.84375	"Tropical forest savanna"
"1070"	"Oreopanax nubigenus"	"Oreopanax"	"Araliaceae"	"Apiales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	0.48	0.00026	5.3	NA	NA	NA	NA	NA	NA	NA	9	NA	7	NA	10.050003653341	-84.1999950037639	20.0058333333333	3086.3	"Tropical rain forest"
"1071"	"Orites diversifolia"	"Orites"	"Proteaceae"	"Proteales"	"Angiosperms"	"W"	-1.25	NA	NA	NA	-1.83	NA	NA	NA	NA	2.62536098713573	NA	NA	NA	NA	NA	NA	NA	NA	NA	-42.8203694743954	146.464831840862	9.44277777777778	1619.4	"Temperate forest"
"1072"	"Oryza sativa"	"Oryza"	"Poaceae"	"Poales"	"Angiosperms"	"nW"	-1.59146	NA	NA	NA	-1.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.778	NA	NA	NA	20.1291121602207	36.0919518018763	21.7726330203443	1707.89671361502	"Tropical forest savanna"
"1073"	"Oryzopsis hymenoides"	"Oryzopsis"	"Poaceae"	"Poales"	"Angiosperms"	"nW"	NA	NA	-5.94164	-4.53719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.2131111111111	NA	0.515	NA	36.4311644494963	-116.057243042019	12.548115942029	307.026086956522	"Desert"
"1074"	"Osteophloeum platyspermum"	"Osteophloeum"	"Myristicaceae"	"Magnoliales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.62200655884046	-30.4740669785714	10.6379968804394	NA	NA	NA	NA	0.456302371675519	28.5809185454545	0.268668235821798	40	NA	-1.09577839406208	-69.3571864841654	25.3732710926694	2988.54356846473	"Tropical rain forest"
"1075"	"Otoba glycycarpa"	"Otoba"	"Myristicaceae"	"Magnoliales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	2.72664877099898	-30.6734549390909	7.27408688187001	NA	NA	NA	NA	0.464371322650157	23.4013386363636	0.321708264094141	43.94938303	NA	-3.40949525650201	-75.0564461398057	23.9336021505376	2884.84946236559	"Tropical rain forest"
"1076"	"Otoba parvifolia"	"Otoba"	"Myristicaceae"	"Magnoliales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.06995682912628	-30.627784632	11.1630574435164	NA	NA	NA	NA	0.426048023786818	22.664325	0.203029726530374	37.6	NA	-4.76828122637362	-74.2450718404239	23.9412798874824	2669.32911392405	"Tropical rain forest"
"1077"	"Ouratea castaneifolia"	"Ouratea"	"Ochnaceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.522452355360912	-31.955	10.619896	NA	NA	NA	NA	0.6852120464	12.885	0.121328871770496	15	NA	-10.4317584211404	-52.8084839326472	24.3208333333333	1711.89015151515	"Tropical forest savanna"
"1078"	"Ouratea hexasperma"	"Ouratea"	"Ochnaceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	0.8623	0.0009802	NA	NA	NA	4.5	NA	NA	NA	NA	13.24	NA	NA	NA	-12.6043664601987	-46.6351063132591	24.0864886731392	1489.16504854369	"Tropical forest savanna"
"1079"	"Ouratea lucens"	"Ouratea"	"Ochnaceae"	"Malpighiales"	"Angiosperms"	"W"	-1.8	NA	NA	NA	NA	NA	NA	NA	NA	10.1626754441737	NA	NA	NA	NA	0.8100250305	13.90230508	0.136797688328916	11.572	NA	12.6972881364536	-85.341581857763	25.0845085470086	2347.85897435897	"Tropical forest savanna"
"1080"	"Oxandra acuminata"	"Oxandra"	"Annonaceae"	"Magnoliales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.893154140532642	-30.72329461	12.553335	NA	NA	NA	NA	0.625825413369933	21.11472	0.168200083882092	20	NA	-6.29385684816857	-72.5833277312558	25.4114035087719	2614.26315789474	"Tropical rain forest"
"1081"	"Oxandra xylopioides"	"Oxandra"	"Annonaceae"	"Magnoliales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.996233892186841	-29.50199369	9.17832279032258	NA	NA	NA	NA	0.650657247218202	18.539064	0.201987491871033	35	NA	-4.14031047704454	-71.2243533014071	25.4571937321937	2676.13675213675	"Tropical rain forest"
"1082"	"Oxydendrum arboreum"	"Oxydendrum"	"Ericaceae"	"Ericales"	"Angiosperms"	"W"	-3.96	2.72	-1.24	NA	NA	0.32	5.6e-05	1.712784346	NA	26.2	NA	NA	NA	NA	0.59	14.44	0.0551145038167939	25	0.762	35.034665723336	-80.6305257910575	14.2252949852507	1327.59292035398	"Temperate forest"
"1083"	"Oxylobium ellipticum"	"Oxylobium"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	-1.26	-0.39	NA	1.78	0.00044687	4.039023941	NA	6.683502616	NA	NA	NA	NA	NA	NA	NA	2.7	NA	-38.2214900922484	146.723701250074	10.5076023391813	1206.75	"Temperate forest"
"1084"	"Pachira aquatica"	"Pachira"	"Malvaceae"	"Malvales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.32836396271416	-28.60362012	10.5085644808489	NA	NA	NA	NA	0.428966733039216	24.58345	0.23393728082272	25	NA	8.77035242381223	-70.6841028260044	24.9203431372549	2450.77495107632	"Tropical forest savanna"
"1085"	"Pachira insignis"	"Pachira"	"Malvaceae"	"Malvales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.61438523926764	-29.04050096	9.68687696153846	NA	NA	NA	NA	0.499093672925437	21.28183	0.219697536001531	32.5	NA	-2.81666368436523	-66.7358915288599	25.0530769230769	2455.53076923077	"Tropical forest savanna"
"1086"	"Palaquium sumatranum"	"Palaquium"	"Sapotaceae"	"Ericales"	"Angiosperms"	"W"	NA	NA	NA	NA	-1.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	NA	NA	NA	NA	4.91667005228722	100.750014641892	26.4333333333333	3153	"Tropical rain forest"
"1087"	"Parashorea chinensis"	"Parashorea"	"Dipterocarpaceae"	"Malvales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	10.7	6e-04	NA	-27.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.950004169659	104.750014850503	23.0983333333333	1868	"Tropical forest savanna"
"1088"	"Parashorea densiflora"	"Parashorea"	"Dipterocarpaceae"	"Malvales"	"Angiosperms"	"W"	NA	NA	NA	NA	-1.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA	NA	17.250004028845	103.916681473709	25.975	1683	"Tropical forest savanna"
"1089"	"Parkia igneiflora"	"Parkia"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.67569541690752	-31.914990545	8.70318141112718	NA	NA	NA	NA	0.511176470627451	20.29413	0.233180592720423	25.16890501	NA	-1.29974818236746	-68.1131782443938	26.353855721393	2628.28358208955	"Tropical forest savanna"
"1090"	"Passerina obtusifolia"	"Passerina"	"Thymelaeaceae"	"Malvales"	"Angiosperms"	"W"	-10.15033481	3.45033481	-6.7	NA	NA	0.568295058	NA	NA	NA	NA	NA	NA	NA	NA	0.7578	NA	NA	NA	NA	-33.1588874890355	22.8233439111336	15.3901111111111	461.786666666667	"Desert"
"1091"	"Pausandra trianae"	"Pausandra"	"Euphorbiaceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.08680784406344	NA	NA	NA	NA	NA	NA	0.569674573977164	NA	NA	14.8049995	NA	-0.498968090238654	-74.1635747272503	25.0519890260631	2834.87654320988	"Tropical rain forest"
"1092"	"Paxistima myrsinites"	"Paxistima"	"Celastraceae"	"Celastrales"	"Angiosperms"	"W"	-8.1	NA	NA	NA	NA	NA	NA	NA	NA	6.45177650126107	6.72158351644444	0.0428840059511111	NA	NA	NA	NA	NA	1	NA	44.0779490432687	-117.574623610015	5.94083541147132	913.017456359102	"Temperate forest"
"1093"	"Payena endertii"	"Payena"	"Sapotaceae"	"Ericales"	"Angiosperms"	"W"	-0.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.633333333333333	NA	NA	NA	NA	4.66	114.52	27.15	2962	"Tropical rain forest"
"1094"	"Paypayrola longifolia"	"Paypayrola"	"Violaceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	3.26316694474766	-33.8629131766667	13.696337	NA	NA	NA	NA	0.504459665666667	20.9370983333333	0.152866407517085	11.97836125	NA	4.38426261711299	-60.6944382223283	25.7361111111111	2170.02777777778	"Tropical forest savanna"
"1095"	"Pelliciera rhizophorae"	"Pelliciera"	"Tetrameristaceae"	"Ericales"	"Angiosperms"	"W"	NA	NA	NA	NA	-3.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.95091678587576	-80.8595838706481	25.6775462962963	3180.26388888889	"Tropical rain forest"
"1096"	"Peltogyne paniculata"	"Peltogyne"	"Fabaceae"	"Fabales"	"Angiosperms"	NA	NA	NA	NA	NA	NA	NA	NA	1.28609601946921	-33.218045415	12.7812293704558	NA	NA	NA	NA	0.7690678299	18.8767233333333	0.147690983286533	21.68165975	NA	NA	NA	NA	NA	NA
"1097"	"Peltophorum dubium"	"Peltophorum"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	-1.03	NA	NA	NA	-1.36	2.78	0.0013	0.471698113	NA	33.1	NA	NA	NA	NA	0.713233333333333	NA	NA	NA	NA	-16.8911127343064	-49.1692730838993	22.0969988344988	1220.62937062937	"Tropical forest savanna"
"1098"	"Pentace adenophora"	"Pentace"	"Malvaceae"	"Malvales"	"Angiosperms"	"W"	-0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.66	114.52	27.15	2962	"Tropical rain forest"
"1099"	"Pentagonia spathicalyx"	"Pentagonia"	"Rubiaceae"	"Gentianales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.51361194564448	-31.88837335	8.32774888683788	NA	NA	NA	NA	0.482723147100763	16.6296233333333	0.199689298504385	21	NA	-2.87760118754332	-75.220046618768	24.3218098958333	2795.3046875	"Tropical rain forest"
"1100"	"Perebea angustifolia"	"Perebea"	"Moraceae"	"Rosales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	0.324622628410023	-33.22572918	14.1510938164794	NA	NA	NA	NA	0.528455475252863	22.176635	0.156713221519135	35	NA	-0.466663561804893	-75.3666612097477	24.8191176470588	2738.63025210084	"Tropical rain forest"
"1101"	"Perebea guianensis"	"Perebea"	"Moraceae"	"Rosales"	"Angiosperms"	"W"	NA	NA	NA	NA	-1.817293333	NA	NA	0.954328988699079	-31.477021564	9.80324715066674	NA	NA	NA	NA	0.539596639583814	19.808393	0.202059508401283	25	NA	-2.57046680351629	-70.5838869110957	24.4414141414141	2809.6430976431	"Tropical rain forest"
"1102"	"Perebea mollis"	"Perebea"	"Moraceae"	"Rosales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	2.13518884090526	-30.336	7.78048290203888	NA	NA	NA	NA	0.552456554733747	19.7209275	0.253466626021787	30	NA	-4.70879861450704	-66.6769603820239	25.3433520599251	2430.16853932584	"Tropical forest savanna"
"1103"	"Perebea tessmannii"	"Perebea"	"Moraceae"	"Rosales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	2.46559322020775	-30.941972575	9.86659855492035	NA	NA	NA	NA	0.417565197477571	20.29325	0.205676250908982	20	NA	-6.22958903242868	-73.362239336504	24.7102040816327	2571.61224489796	"Tropical rain forest"
"1104"	"Perebea xanthochyma"	"Perebea"	"Moraceae"	"Rosales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	1.53190322742429	-30.90971318	15.1032651472662	NA	NA	NA	NA	0.605632494666667	18.1574922321429	0.120222296669602	35	NA	2.36673477014266	-76.8680231557522	24.4823281452659	3041.66536964981	"Tropical rain forest"
"1105"	"Pereskia diazromeroana"	"Pereskia"	"Cactaceae"	"Caryophyllales"	"Angiosperms"	"nW"	NA	NA	-0.88	NA	NA	1.69	0.000781	5.54	NA	13.8	NA	NA	NA	NA	0.61	NA	NA	NA	NA	-18.1011	-64.4556	19.5	475	"Desert"
"1106"	"Pereskia guamacho"	"Pereskia"	"Cactaceae"	"Caryophyllales"	"Angiosperms"	"W"	-2	1	-1	NA	NA	0.961666666666667	0.00058	6.34666666666667	NA	14.3628	NA	NA	6	NA	0.67	23.76	0.165427353997828	NA	NA	9.7791703058828	-72.3833277208252	26.8145833333333	1174.65	"Tropical forest savanna"
"1107"	"Pereskia marcanoi"	"Pereskia"	"Cactaceae"	"Caryophyllales"	"Angiosperms"	"W"	NA	NA	-0.6	NA	NA	2.06	0.001116	5.62	NA	24.8	NA	NA	NA	NA	0.7	NA	NA	NA	NA	19.09	-71.68	25.27	1597	"Tropical forest savanna"
"1108"	"Pereskia portulacifolia"	"Pereskia"	"Cactaceae"	"Caryophyllales"	"Angiosperms"	"W"	NA	NA	-0.84	NA	NA	2.69	0.002762	10.82	NA	11.44	NA	NA	NA	NA	0.6	NA	NA	NA	NA	18.4722263148102	-71.9166610298206	24.1111111111111	1148	"Tropical forest savanna"
"1109"	"Pereskia quisqueyana"	"Pereskia"	"Cactaceae"	"Caryophyllales"	"Angiosperms"	"W"	NA	NA	-0.71	NA	NA	1.76	0.00036	2.2	NA	25.14	NA	NA	NA	NA	0.62	NA	NA	NA	NA	18.4166707563572	-68.9166608733623	26.1	1090	"Tropical forest savanna"
"1110"	"Pereskia sacharosa"	"Pereskia"	"Cactaceae"	"Caryophyllales"	"Angiosperms"	"W"	NA	NA	-0.84	NA	NA	2.01	0.000885	4.65	NA	13.81	NA	NA	NA	NA	0.57	NA	NA	NA	NA	-20.3159701525679	-61.4548549286528	22.8958333333333	825.0625	"Tropical forest savanna"
"1111"	"Pereskia weberiana"	"Pereskia"	"Cactaceae"	"Caryophyllales"	"Angiosperms"	"W"	NA	NA	-0.73	NA	NA	1.91	0.000456	1.96	NA	13.29	NA	NA	NA	NA	0.64	NA	NA	NA	NA	-15.8124976954746	-67.6458274737515	17.3375	1354.125	"Temperate forest"
"1112"	"Peritoma arborea"	"Peritoma"	"Cleomaceae"	"Brassicales"	"Angiosperms"	"W"	NA	NA	-5.875	NA	NA	NA	0.0013	NA	NA	8.97	NA	NA	NA	NA	0.6126	NA	NA	NA	NA	34.2833382505234	-117.757243130679	16.5590773809524	313.339285714286	"Desert"
"1113"	"Persea americana"	"Persea"	"Lauraceae"	"Laurales"	"Angiosperms"	"W"	NA	NA	NA	NA	-2.49	NA	NA	NA	NA	12.9366106080207	8.7349	0.113	NA	NA	0.54102825	17.7	0.136821	20	NA	7.08934960941781	-55.1265436566121	21.0621632024634	1726.70046082949	"Tropical forest savanna"
"1114"	"Persoonia falcata"	"Persoonia"	"Proteaceae"	"Proteales"	"Angiosperms"	"W"	NA	NA	-1.28	-0.34	NA	3.88	0.000610738	2.001723495	NA	4.92173777133333	NA	NA	NA	NA	0.7096025	7.27	0.147712054923855	4	NA	-15.1878155084802	135.560696069016	26.0610529986053	1157.13947001395	"Tropical forest savanna"
"1115"	"Persoonia juniperina"	"Persoonia"	"Proteaceae"	"Proteales"	"Angiosperms"	"W"	NA	NA	-1.29	-0.47	NA	0.68	0.0001951	2.769201198	NA	4.619172147	NA	NA	NA	40	0.65	NA	NA	1.4	NA	-39.0090350498296	144.514575157267	13.0411094224924	887.799392097264	"Mediterranean"
"1116"	"Persoonia lanceolata"	"Persoonia"	"Proteaceae"	"Proteales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	10.2900000030328	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	-33.0862559063001	151.309958799202	16.1127923976608	1179.61403508772	"Mediterranean"
"1117"	"Persoonia levis"	"Persoonia"	"Proteaceae"	"Proteales"	"Angiosperms"	"W"	NA	NA	-1.51	-0.79	NA	1.22	0.000250188	3.00299944216552	NA	5.59662159397203	8.15616508082049	0.0457021094807437	45.5886686926294	NA	0.598	5.853044555046	0.104581745554321	5	NA	-33.5576310196963	151.239113848248	15.893769470405	1155.54672897196	"Mediterranean"
"1118"	"Persoonia linearis"	"Persoonia"	"Proteaceae"	"Proteales"	"Angiosperms"	"W"	NA	NA	-1.66	-0.96	NA	1.91	0.000648626	1.66226403553335	NA	6.71633482729242	7.412569	0.0468498520643599	40.6752919091246	NA	0.593	7.8870001282247	0.117430121205024	4.2	NA	-33.5258425011411	150.780607968426	15.1845464135021	1015.51582278481	"Mediterranean"
"1119"	"Persoonia pinifolia"	"Persoonia"	"Proteaceae"	"Proteales"	"Angiosperms"	"W"	NA	NA	-1.17	-0.59	NA	2.02	0.000383409	2.81687915648968	NA	5.679658681	NA	NA	NA	NA	0.636	NA	NA	4	NA	-34.1445564746818	152.018724798691	16.0807291666667	1151.83333333333	"Mediterranean"
"1120"	"Petalostigma banksii"	"Petalostigma"	"Picrodendraceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	-2.143	-0.745	NA	4.08	0.00057313	1.352719968	NA	7.037149586	NA	NA	NA	NA	0.728	NA	NA	4	NA	-15.6119505469682	138.127682135574	25.899802259887	1051.02033898305	"Tropical forest savanna"
"1121"	"Petalostigma pubescens"	"Petalostigma"	"Picrodendraceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	-2.47	-0.45	NA	3.8	0.001247968	2.493573352	NA	7.097080021	NA	NA	NA	NA	0.8191775	NA	NA	5	NA	-17.7802356886117	138.090085376899	24.9614565342545	986.077720207254	"Tropical forest savanna"
"1122"	"Petrophile glauca"	"Petrophile"	"Proteaceae"	"Proteales"	"Angiosperms"	"W"	NA	NA	-6.3167	-5.8	NA	0.298207576	4.03e-05	1.349990289	NA	0.9765	NA	NA	NA	NA	0.8888	NA	NA	2	NA	-33.0635950864048	118.846506813745	16.2455043859649	384.092105263158	"Desert"
"1123"	"Petrophile pulchella"	"Petrophile"	"Proteaceae"	"Proteales"	"Angiosperms"	"W"	NA	NA	-1.1	-0.79	NA	1.85	0.000651159	4.4360611677857	NA	3.60007918902709	NA	NA	NA	60	0.603	NA	NA	2.5	NA	-32.8998786825617	151.194861397431	16.0165467625899	1173.68345323741	"Mediterranean"
"1124"	"Phanerandra esquamata"	"Phanerandra"	"Ericaceae"	"Ericales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	12.9999999908153	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
"1125"	"Phaseolus vulgaris"	"Phaseolus"	"Fabaceae"	"Fabales"	"Angiosperms"	"nW"	-0.468	-0.832	-1.3	NA	NA	NA	0.000187	NA	NA	17.465	NA	NA	NA	1	NA	NA	NA	4	NA	39.9308161499616	1.77994818848527	11.518475177305	746.530496453901	"Mediterranean"
"1126"	"Phillyrea angustifolia"	"Phillyrea"	"Oleaceae"	"Lamiales"	"Angiosperms"	"W"	-6.802	NA	NA	NA	-3.03	NA	NA	NA	-26.49	4.25999999999999	NA	NA	NA	12	0.557857929	13.3190471428571	0.312653688799463	4	NA	39.3511525244887	-3.73670578322549	14.9921818181818	644.216363636364	"Mediterranean"
"1127"	"Phillyrea latifolia"	"Phillyrea"	"Oleaceae"	"Lamiales"	"Angiosperms"	"W"	-6.775	-1.235	-8.01	-6.67427	NA	0.40837685	0.000215202	5.885989566	-27.2425	7.67252144833889	7.045125	0.10624599006459	24	8.75	0.7	16.0629772	0.209357214680418	10	NA	40.0570549330601	1.97107713495842	14.2872834158416	704.139851485148	"Mediterranean"
"1128"	"Phlebodium areolatum"	"Phlebodium"	"Polypodiaceae"	"Polypodiales-Eupolypod I"	"Pteridophytes"	"nW"	NA	NA	NA	NA	-1.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.61917520382522	-75.314712703211	20.1444560669456	1577.14853556485	"Tropical forest savanna"
"1129"	"Phyllanthus hirtellus"	"Phyllanthus"	"Phyllanthaceae"	"Malpighiales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	32.9000000037897	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	-33.0280378090086	150.028840741332	15.6126666666667	919.447058823529	"Mediterranean"
"1130"	"Phyllocladus aspleniifolius"	"Phyllocladus"	"Podocarpaceae"	"Pinales"	"Gymnosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	2.98999999776639	NA	NA	NA	NA	NA	NA	0.5496415335	NA	NA	1	NA	-41.9578843637031	148.077974099424	9.89596774193548	1652.10752688172	"Temperate forest"
"1131"	"Phyllocladus trichomanoides"	"Phyllocladus"	"Podocarpaceae"	"Pinales"	"Gymnosperms"	"W"	-7.02	NA	NA	NA	NA	0.693	NA	NA	NA	NA	NA	NA	NA	NA	0.6265	NA	NA	20	NA	-39.869734208864	168.791534435934	9.94335138387485	2296.09747292419	"Temperate rain forest"
"1132"	"Phyllostylon rhamnoides"	"Phyllostylon"	"Ulmaceae"	"Rosales"	"Angiosperms"	"W"	NA	NA	-2.4	NA	NA	0.621	0.000288	0.53	NA	18.6	NA	NA	NA	NA	0.74844	NA	NA	NA	NA	-7.65833060354095	-68.4854108508714	24.0190625	1149.3625	"Tropical forest savanna"
"1133"	"Phyllota phylicoides"	"Phyllota"	"Fabaceae"	"Fabales"	"Angiosperms"	"W"	NA	NA	NA	NA	NA	NA	NA	9.55499999732834	NA	7.71238769878885	8.35227485551336	0.0510170191995682	22.4312218020146	NA	NA	13.1006708389674	0.169865304372921	1.8	NA	-30.7573084164167	151.500748282836	17.3915570175439	1188.36403508772	"Mediterranean"
